Airport_Code,Timezone,Airport_Name
KEWR,US/Eastern,Newark Liberty International Airport
KCOE,US/Pacific,Coeur D'Alene Airport - Pappy Boyington Field
KGAI,US/Eastern,Montgomery County Airpark
KPVD,US/Eastern,Theodore Francis Green State Airport
KOFF,US/Central,Offutt Air Force Base
KDAL,US/Central,Dallas Love Field
KALB,US/Eastern,Albany International Airport
KSMS,US/Eastern,Sumter Airport
KYNG,US/Eastern,Youngstown Warren Regional Airport
KAUS,US/Central,Austin Bergstrom International Airport
KDAL,US/Central,Dallas Love Field
K3A6,US/Pacific,Pacific City State Airport
KONT,US/Pacific,Ontario International Airport
KIKK,US/Central,Greater Kankakee Airport
KCVG,US/Eastern,Cincinnati Northern Kentucky International Airport
KPSM,US/Eastern,Portsmouth International at Pease Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KMLE,US/Central,Millard Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KRDG,US/Eastern,Reading Regional Airport (Carl A Spaatz Field)
KDPA,US/Central,Dupage Airport
KTHV,US/Eastern,York Airport
KTHV,US/Eastern,York Airport
KMDW,US/Central,Chicago Midway International Airport
KAGC,US/Eastern,Allegheny County Airport
KVLL,US/Eastern,Oakland Troy Airport
KBLU,US/Pacific,Blue Canyon Nyack Airport
KFRG,US/Eastern,Republic Airport
KORD,US/Central,Chicago O'Hare International Airport
KOSU,US/Eastern,The Ohio State University Airport - Don Scott Field
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KFMH,US/Eastern,Cape Cod Coast Guard Air Station
KTHV,US/Eastern,York Airport
KOSU,US/Eastern,The Ohio State University Airport - Don Scott Field
KDAY,US/Eastern,James M Cox Dayton International Airport
KAGC,US/Eastern,Allegheny County Airport
KBED,US/Eastern,Laurence G Hanscom Field
KMDW,US/Central,Chicago Midway International Airport
KGHG,US/Eastern,Marshfield Municipal George Harlow Field
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KMDW,US/Central,Chicago Midway International Airport
KOSU,US/Eastern,The Ohio State University Airport - Don Scott Field
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KMLE,US/Central,Millard Airport
KGHG,US/Eastern,Marshfield Municipal George Harlow Field
KPWK,US/Central,Chicago Executive Airport
KAGC,US/Eastern,Allegheny County Airport
KLGA,US/Eastern,LaGuardia Airport
KEZF,US/Eastern,Shannon Airport
KEWR,US/Eastern,Newark Liberty International Airport
KMDW,US/Central,Chicago Midway International Airport
KDPA,US/Central,Dupage Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KSTP,US/Central,Saint Paul Downtown Holman Field
KALB,US/Eastern,Albany International Airport
KDAA,US/Eastern,Davison Army Air Field
KDMW,US/Eastern,Carroll County Regional Jack B Poage Field
KLNS,US/Eastern,Lancaster Airport
KMSP,US/Central,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
KLIC,US/Mountain,Limon Municipal Airport
KMKE,US/Central,General Mitchell International Airport
KLUK,US/Eastern,Cincinnati Municipal Airport Lunken Field
KFNT,US/Eastern,Bishop International Airport
KSTL,US/Central,St. Louis Lambert International Airport
KMDW,US/Central,Chicago Midway International Airport
KXLL,US/Eastern,Allentown Queen City Municipal Airport
KL38,US/Central,Louisiana Regional Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KMDW,US/Central,Chicago Midway International Airport
KMKC,US/Central,Charles B. Wheeler Downtown Airport
KOJC,US/Central,Johnson County Executive Airport
KMGE,US/Eastern,Dobbins Air Reserve Base
K3A6,US/Pacific,Pacific City State Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KDSM,US/Central,Des Moines International Airport
KCDW,US/Eastern,Essex County Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KHPN,US/Eastern,Westchester County Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KCGS,US/Eastern,College Park Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KHPN,US/Eastern,Westchester County Airport
KLOT,US/Central,Lewis University Airport
KDAA,US/Eastern,Davison Army Air Field
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KHIO,US/Pacific,Portland Hillsboro Airport
KPOU,US/Eastern,Dutchess County Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KMLE,US/Central,Millard Airport
KPWK,US/Central,Chicago Executive Airport
KOXC,US/Eastern,Waterbury Oxford Airport
KFNT,US/Eastern,Bishop International Airport
KIGQ,US/Central,Lansing Municipal Airport
KAVP,US/Eastern,Wilkes Barre Scranton International Airport
KMDW,US/Central,Chicago Midway International Airport
KLOT,US/Central,Lewis University Airport
KLNS,US/Eastern,Lancaster Airport
KVLL,US/Eastern,Oakland Troy Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KCCR,US/Pacific,Buchanan Field
KRIC,US/Eastern,Richmond International Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KIGQ,US/Central,Lansing Municipal Airport
KLOM,US/Eastern,Wings Field
KFNT,US/Eastern,Bishop International Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KDPA,US/Central,Dupage Airport
KFNT,US/Eastern,Bishop International Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KMDT,US/Eastern,Harrisburg International Airport
KFNT,US/Eastern,Bishop International Airport
KLOT,US/Central,Lewis University Airport
KSWF,US/Eastern,New York Stewart International Airport
KIKV,US/Central,Ankeny Regional Airport
KSEA,US/Pacific,Seattle–Tacoma International Airport
KTEB,US/Eastern,Teterboro Airport
KMLE,US/Central,Millard Airport
KDOV,US/Eastern,Dover Air Force Base
KBAZ,US/Central,New Braunfels Municipal Airport
KFNT,US/Eastern,Bishop International Airport
KMEM,US/Central,Memphis International Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KENW,US/Central,Kenosha Regional Airport
KDPA,US/Central,Dupage Airport
K3A6,US/Pacific,Pacific City State Airport
KMCJ,US/Central,Salina Municipal Airport
K3A6,US/Pacific,Pacific City State Airport
KCMH,US/Eastern,John Glenn Columbus International Airport
KCXY,US/Eastern,Capital City Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KGRD,US/Eastern,Greenwood County Airport
KORD,US/Central,Chicago O'Hare International Airport
KSTL,US/Central,St. Louis Lambert International Airport
KIJD,US/Eastern,Windham Airport
KOMA,US/Central,Eppley Airfield
KOMA,US/Central,Eppley Airfield
KDAY,US/Eastern,James M Cox Dayton International Airport
KHPN,US/Eastern,Westchester County Airport
KHPN,US/Eastern,Westchester County Airport
KCXY,US/Eastern,Capital City Airport
KJFK,US/Eastern,John F Kennedy International Airport
KLOM,US/Eastern,Wings Field
KJFK,US/Eastern,John F Kennedy International Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KLOM,US/Eastern,Wings Field
KFTY,US/Eastern,Fulton County Airport Brown Field
KBFI,US/Pacific,Boeing Field King County International Airport
KMDW,US/Central,Chicago Midway International Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KLOM,US/Eastern,Wings Field
KTHV,US/Eastern,York Airport
KAGC,US/Eastern,Allegheny County Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KOMA,US/Central,Eppley Airfield
KBVY,US/Eastern,Beverly Regional Airport
KBJC,US/Mountain,Rocky Mountain Metropolitan Airport
KSDF,US/Eastern,Louisville Muhammad Ali International Airport
KLDJ,US/Eastern,Linden Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KFNT,US/Eastern,Bishop International Airport
KFNT,US/Eastern,Bishop International Airport
K3A6,US/Pacific,Pacific City State Airport
KJFK,US/Eastern,John F Kennedy International Airport
KSUW,US/Central,Richard I Bong Memorial Airport
KAGC,US/Eastern,Allegheny County Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KGON,US/Eastern,Groton New London Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
KFNT,US/Eastern,Bishop International Airport
KTCM,US/Pacific,McChord Air Force Base
KFRG,US/Eastern,Republic Airport
KDPA,US/Central,Dupage Airport
KDMA,US/Mountain,Davis Monthan Air Force Base
KBKL,US/Eastern,Burke Lakefront Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KBOS,US/Eastern,Logan International Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KFNT,US/Eastern,Bishop International Airport
KCZK,US/Pacific,Cascade Locks State Airport
KXFL,US/Eastern,Flagler Executive Airport
K3A6,US/Pacific,Pacific City State Airport
KMIC,US/Central,Crystal Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KALB,US/Eastern,Albany International Airport
KFNT,US/Eastern,Bishop International Airport
KBOS,US/Eastern,Logan International Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KFNT,US/Eastern,Bishop International Airport
KPOU,US/Eastern,Dutchess County Airport
KGAI,US/Eastern,Montgomery County Airpark
KMDW,US/Central,Chicago Midway International Airport
KTCM,US/Pacific,McChord Air Force Base
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KDMW,US/Eastern,Carroll County Regional Jack B Poage Field
K3A6,US/Pacific,Pacific City State Airport
KPWK,US/Central,Chicago Executive Airport
KMDW,US/Central,Chicago Midway International Airport
KDTW,US/Eastern,Detroit Metropolitan Wayne County Airport
KBNA,US/Central,Nashville International Airport
KALB,US/Eastern,Albany International Airport
KDPA,US/Central,Dupage Airport
KLNS,US/Eastern,Lancaster Airport
KABE,US/Eastern,Lehigh Valley International Airport
KDSM,US/Central,Des Moines International Airport
KHPN,US/Eastern,Westchester County Airport
KALB,US/Eastern,Albany International Airport
KRBD,US/Central,Dallas Executive Airport
KOSU,US/Eastern,The Ohio State University Airport - Don Scott Field
KDAA,US/Eastern,Davison Army Air Field
KSFF,US/Pacific,Felts Field
KMLE,US/Central,Millard Airport
KMMU,US/Eastern,Morristown Municipal Airport
KJFK,US/Eastern,John F Kennedy International Airport
KBDL,US/Eastern,Bradley International Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KGRR,US/Eastern,Gerald R. Ford International Airport
KPTW,US/Eastern,Heritage Field
KLOT,US/Central,Lewis University Airport
KPWK,US/Central,Chicago Executive Airport
KSTC,US/Central,Saint Cloud Regional Airport
KIGQ,US/Central,Lansing Municipal Airport
KFNT,US/Eastern,Bishop International Airport
KMMU,US/Eastern,Morristown Municipal Airport
KPLU,US/Pacific,Pierce County-Thun Field
K3A6,US/Pacific,Pacific City State Airport
K9A1,US/Eastern,Covington Municipal Airport
KOFF,US/Central,Offutt Air Force Base
KBFI,US/Pacific,Boeing Field King County International Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KMKE,US/Central,General Mitchell International Airport
KMLE,US/Central,Millard Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KDTW,US/Eastern,Detroit Metropolitan Wayne County Airport
K9A1,US/Eastern,Covington Municipal Airport
KMKE,US/Central,General Mitchell International Airport
KAUS,US/Central,Austin Bergstrom International Airport
KGSO,US/Eastern,Piedmont Triad International Airport
KPHL,US/Eastern,Philadelphia International Airport
KFNT,US/Eastern,Bishop International Airport
KTEB,US/Eastern,Teterboro Airport
KLOM,US/Eastern,Wings Field
KOFF,US/Central,Offutt Air Force Base
KDAL,US/Central,Dallas Love Field
KFNT,US/Eastern,Bishop International Airport
KMLE,US/Central,Millard Airport
KLOM,US/Eastern,Wings Field
KTEB,US/Eastern,Teterboro Airport
KSEG,US/Eastern,Penn Valley Airport
KMCJ,US/Central,Salina Municipal Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KGAI,US/Eastern,Montgomery County Airpark
KMTC,US/Eastern,Selfridge Air National Guard Base Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KDEH,US/Central,Decorah Municipal Airport
KOLZ,US/Central,Oelwein Municipal Airport
KDAL,US/Central,Dallas Love Field
KPWM,US/Eastern,Portland International Jetport
KPOU,US/Eastern,Dutchess County Airport
KRDG,US/Eastern,Reading Regional Airport (Carl A Spaatz Field)
KGRR,US/Eastern,Gerald R. Ford International Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KLXT,US/Central,Lee's Summit Municipal Airport
KHVN,US/Eastern,Tweed New Haven Airport
KTOL,US/Eastern,Eugene F. Kranz Toledo Express Airport
KPVF,US/Pacific,Placerville Airport
KCMH,US/Eastern,John Glenn Columbus International Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KALB,US/Eastern,Albany International Airport
KRBD,US/Central,Dallas Executive Airport
K3A6,US/Pacific,Pacific City State Airport
K3A6,US/Pacific,Pacific City State Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KSBD,US/Pacific,San Bernardino International Airport
KFCM,US/Central,Flying Cloud Airport
KCAK,US/Eastern,Akron Canton Regional Airport
KBKL,US/Eastern,Burke Lakefront Airport
KFNT,US/Eastern,Bishop International Airport
KJFK,US/Eastern,John F Kennedy International Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KPTW,US/Eastern,Heritage Field
KCDW,US/Eastern,Essex County Airport
KCPS,US/Central,St Louis Downtown Airport
KLBE,US/Eastern,Arnold Palmer Regional Airport
KIKK,US/Central,Greater Kankakee Airport
KAUW,US/Central,Wausau Downtown Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KMDW,US/Central,Chicago Midway International Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KORD,US/Central,Chicago O'Hare International Airport
KBOS,US/Eastern,Logan International Airport
KCGS,US/Eastern,College Park Airport
KLDJ,US/Eastern,Linden Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KWVL,US/Eastern,Waterville Robert Lafleur Airport
KCCR,US/Pacific,Buchanan Field
KADW,US/Eastern,Joint Base Andrews
KTDZ,US/Eastern,Toledo Executive Airport
KOJC,US/Central,Johnson County Executive Airport
KDPA,US/Central,Dupage Airport
KDPA,US/Central,Dupage Airport
KCMY,US/Central,Sparta Fort McCoy Airport
KSFO,US/Pacific,San Francisco International Airport
KHFD,US/Eastern,Hartford Brainard Airport
KBOS,US/Eastern,Logan International Airport
KAGC,US/Eastern,Allegheny County Airport
KAST,US/Pacific,Astoria Regional Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KDPA,US/Central,Dupage Airport
KFNT,US/Eastern,Bishop International Airport
K3A6,US/Pacific,Pacific City State Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KPHN,US/Eastern,St Clair County International Airport
KCPS,US/Central,St Louis Downtown Airport
KMLE,US/Central,Millard Airport
KJRB,US/Eastern,Downtown Manhattan Heliport
KGRR,US/Eastern,Gerald R. Ford International Airport
KBEH,US/Eastern,Southwest Michigan Regional Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KBTA,US/Central,Blair Executive Airport
KDPA,US/Central,Dupage Airport
K3A6,US/Pacific,Pacific City State Airport
KHFD,US/Eastern,Hartford Brainard Airport
KPOU,US/Eastern,Dutchess County Airport
KALB,US/Eastern,Albany International Airport
K3A6,US/Pacific,Pacific City State Airport
KPTW,US/Eastern,Heritage Field
KGRR,US/Eastern,Gerald R. Ford International Airport
KPHL,US/Eastern,Philadelphia International Airport
KLGA,US/Eastern,LaGuardia Airport
KSTP,US/Central,Saint Paul Downtown Holman Field
KDAL,US/Central,Dallas Love Field
KUGN,US/Central,Waukegan National Airport
KD95,US/Eastern,Dupont-Lapeer Airport
KRDM,US/Pacific,Roberts Field
KUGN,US/Central,Waukegan National Airport
KFRG,US/Eastern,Republic Airport
KSTL,US/Central,St. Louis Lambert International Airport
KADS,US/Central,Addison Airport
KBED,US/Eastern,Laurence G Hanscom Field
K21D,US/Central,Lake Elmo Airport
KXLL,US/Eastern,Allentown Queen City Municipal Airport
KLDJ,US/Eastern,Linden Airport
KLWM,US/Eastern,Lawrence Municipal Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KAID,US/Eastern,Anderson Municipal Darlington Field
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KYIP,US/Eastern,Willow Run Airport
KVAY,US/Eastern,South Jersey Regional Airport
KFCM,US/Central,Flying Cloud Airport
K3A6,US/Pacific,Pacific City State Airport
KOMA,US/Central,Eppley Airfield
KSFZ,US/Eastern,North Central State Airport
KALB,US/Eastern,Albany International Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KFOK,US/Eastern,Francis S Gabreski Airport
KPHL,US/Eastern,Philadelphia International Airport
KLOM,US/Eastern,Wings Field
K3A6,US/Pacific,Pacific City State Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KLBE,US/Eastern,Arnold Palmer Regional Airport
K3A6,US/Pacific,Pacific City State Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
